name	arabicName	scientificName	price	imageUrl	categoryName	company	route
EFFECTURIN 40 MG 20 F.C. TABS.	إففيكتورين	FEBUXOSTAT	36.0		ANTIGOUT	WESTERN PHARMA	ORAL.SOLID
EFFECTURIN 80 MG 20 F.C. TABS.	إففيكتورين	FEBUXOSTAT	64.0		ANTIGOUT	WESTERN PHARMA	ORAL.SOLID
EFFEGAD 150 MG 28 E.R. CAPS.	إففيجاد	VENLAFAXINE	256.0		PSYCHIATRIC.ANTIDEPRESSANTS	EPCI > HIKMA PHARMA	ORAL.SOLID
EFFEGAD 37.5 MG 28 E.R. CAPS.	إففيجاد	VENLAFAXINE	116.0		PSYCHIATRIC.ANTIDEPRESSANTS	HIKMA PHARMA	ORAL.SOLID
EFFEGAD 75 MG 14 E.R. CAPS.	إففيجاد	VENLAFAXINE	76.0		PSYCHIATRIC.ANTIDEPRESSANTS	HIKMA PHARMA	ORAL.SOLID
EFFEGAD 75 MG 30 E.R. CAPS.	إففيجاد	VENLAFAXINE	90.0		PSYCHIATRIC.ANTIDEPRESSANTS	EPCI > HIKMA PHARMA	ORAL.SOLID
EFFICORT 0.1% LIPOCREAM 15 GM	إففيكورت 0.1% ليبوكريام	HYDROCORTISONE ACETATE	8.0		GLUCOCORTICOID	MINA PHARM > LABORATOIRES GALDERMA FRANCE	TOPICAL
EFFORTIL 5MG 20 TAB.	إففورتيل	ETILEFRINE	18.0		HYPOTENSION	CID > BOEHRINGER INGELHEIM	ORAL.SOLID
EFFORTIL 7.5MG/ML ORAL DROPS 15 ML	إففورتيل /مل أورال	ETILEFRINE	13.5		HYPOTENSION	CID > BOEHRINGER INGELHEIM	ORAL.LIQUID
EFFOXBELLE 100MG 10 SCORED TAB.	إففوكسبيللي 10 سكوريد	VENLAFAXINE	36.0		PSYCHIATRIC.ANTIDEPRESSANTS	MULTI-APEX	ORAL.SOLID
EFFRUTI EFFERVESCENT SALT 12 SACHETS	إففروتي إففيرفيسسينت سالت	CITRIC ACID+SODIUM BICARBONTE+TARTARIC ACID	3.5		ANTACID	JEDCO INT. CO. FOR PHARMACEUTICALS	UNKNOWN
EFLORNIHAIR 15 % TOPICAL CREAM 15 GM	إفلورنيهاير 15 %	EFLORNITHINE	75.0		HIRSUTISM	SIGMA	TOPICAL
EFLOTISM 13.9 % TOPICAL CREAM 15 GM	إفلوتيسم 13.9 %	EFLORNITHINE	100.0		HIRSUTISM	MULTI-APEX	TOPICAL
EFUCISAN 1% VISCOUS EYE DROPS 5 GM	إفوسيسان 1% فيسكوس إيي	FUSIDIC ACID	28.0		ANTIBIOTIC	ORCHIDIA PHARMACEUTICAL INDUSTRIES	EYE
EGATONE 10 SACHETS	إجاتوني	COD LIVER OIL+VITAMIN B COMPLEX	175.0		OMEGA 3	> MAJESTIC BIOPHARMA	EFF
EGY-T MODEL CU T 380A IUD	إجي-ت موديل كو ت 380أ إود	COPPER	7.5		IUD	AMECO MEDICAL INDUSTRIES > EL SAFA PHARMACEUTICAL AND MEDICAL SUPPLIES	UNKNOWN
EGYCOFER  20 CAPSULE	إجيكوفير	LACTOFERRIN+IRON+FOLATE+ASCORBIC+COPPER+PYRIDOXINE+VIT. B12	225.0		SUPPORTS HEAMOGLOBIN	PHARMA ZAD > UNITED PYEAMIDS	ORAL.SOLID
EGYCOXIB 90 MG 20 FILM COATED TABLETS	إجيكوكسيب 20 فيلم كواتيد	ETORICOXIB 90 MG	108.0		NON STEROIDAL ANTI INFLAMMATORY DRUG ( SELEVTIVE COX _2 INHIBITOR)	MANUFACTURED BY EGYPHAR FACTORY > EGYPHAR	ORAL.SOLID
EGYCUSATE 12.5 MG/5 ML PEDIATRIC SYRUP 100ML	إجيكوساتي / بيدياتريك	DOCUSATE SODIUM	16.0		LAXATIVE	EGPI	ORAL.LIQUID
EGYCUSATE 20 MG/5 ML SYRUP 100ML	إجيكوساتي /	DOCUSATE SODIUM	25.0		LAXATIVE	EGPI	ORAL.LIQUID
EGYCUSATE 50 MG/5 ML SYRUP 100ML	إجيكوساتي /	DOCUSATE SODIUM	31.5		LAXATIVE	EGPI	ORAL.LIQUID
EGYCUSATE PLUS 30 F.C.TABS.	إجيكوساتي بلوس	DOCUSATE SODIUM+SENNOSIDES	48.0		LAXATIVE	EGPI	ORAL.SOLID
EGYFERON 1 M.I.U. VIAL	إجيفيرون 1 م.إ.أو	INTERFERON ALFA-2B	27.0		ANTIVIRAL .INTERFERON ALFA	EL NILE.	INJECTION
EGYFERON 3 M.I.U. VIAL	إجيفيرون 3 م.إ.أو	INTERFERON ALFA-2B	57.0		ANTIVIRAL .INTERFERON ALFA	EL NILE.	INJECTION
EGYFERON 5 M.I.U. VIAL	إجيفيرون 5 م.إ.أو	INTERFERON ALFA-2B	85.0		ANTIVIRAL .INTERFERON ALFA	EL NILE.	INJECTION
EGYGASTREAZ 100MG/5ML PD. FOR ORAL 60ML SUSP.	إجيجاسترياز / بد. أورال	NITAZOXANIDE	31.0		ANTIHELMINTHICS	EGPI	ORAL.LIQUID
EGYGASTREAZ 500MG 20 TAB.	إجيجاسترياز	NITAZOXANIDE	122.0		ANTIHELMINTHICS	EGPI	ORAL.SOLID
EGYGULF-TOUCH 50 GM CREAM	إجيجولف-توتش	PANTHENOL+ALOE VERA LEAF EXTRACT+OLEA EUROPAEA FRUIT OIL+MELALEUCA ALTERNIFOLIA LEAF OIL+ROSA CANINA FRUIT OIL.  GLYCERIN+RECUTITA CHAMOMILE FLOWER EXTRACT+SIMMONDSIA CHINENSIS SEED OIL+CITRUS SEED EXTRACT+CARICA PAPAYA FRUIT EXTRACT+CAMELLIA SINENSIS LEAF EXTRACT+COLLAGEN+TOCOPHEROL+RETINYL PALMITATE+ALLANTOIN+LIQUID PARAFFINUM	75.0		SKIN EMOLLIENT CREAM	DREAMS ELHABOBA > EGYGULF PHARMACEUTICAL	TOPICAL
EGYMOV 1300 MG  30 TABS	إجيموف	GLUCOSAMINE+CHONDROITIN+MSM	150.0		ANTI-RHEUMATIC OSTEOARTHRITIS ANABOLIC AGENTS	COPAD PHARMA > ROVEX PHARMA	ORAL.SOLID
EGYNIR 125MG/5ML PD. FOR ORAL SUSP. 60ML	إجينير / بد. أورال	CEFDINIR	49.0		ANTIBIOTIC.CEPHALOSPORIN.THIRD-GENERATION	EGYPHAR	UNKNOWN
EGYPRESS 10MCG/DOSE NASAL SPRAY 2.5 ML	إجيبريسس /دوسي	DESMOPRESSIN ACETATE	75.0		URINARY INCOTINENCE.ANTIDIURETIC	SIGMA > EGYPTIAN PHARMACISTS COMPANY	SPRAY
EGYRAM 1GM/5ML SYRUP 120ML	إجيرام /	PIRACETAM	18.0		CEREBRAL CIRCULATORY INHANCER	EGPI	ORAL.LIQUID
EGYRAM 800 MG 20 F.C.TABS.	إجيرام	PIRACETAM	12.5		CEREBRAL CIRCULATORY INHANCER	EGPI	UNKNOWN
EGYRESOLVE 250 MG 10 S.G.CAPS.	إجيريسولفي 10 س.ج	URSODEOXYCHOLIC ACID	9.0		LIVER SUPPORT	MEDIZEN PHARMACEUTICAL INDUSTRIES > EGYGEL PHARMA FOR PHARMACEUTICAL INDUSTRIES-EGYPT	ORAL.SOLID
EGYSEVEN PANTHENOL 50 GMCREAM	إجيسيفين بانثينول 50 جمكريام	PANTHENOL 10%+SHEA BUTTER+JOJOBA OIL+VITAMIN E+ALLANTOIN+GLYCERIN+LAVENDER OIL+SWEET ALMOND OIL	85.0		SKIN EMOLLIENT	BEAUTY ITALY > EGYSEVEN FOR TRADE & DEVELOPMENT CO	TOPICAL
EGYURSO 500 MG 7 F.C.TABS.	إجيورسو	URSODEOXYCHOLIC ACID	102.0		LIVER SUPPORT	EGYPHAR	ORAL.SOLID
EIMICAMTIN 1MG/ML 4MG VIAL(N/A YET)	إيميكامتين /مل	TOPOTECAN	600.0		ANTINEOPLASTIC	HIKMA SPECIALIZED PHARMACEUTICALS	INJECTION
EJADAXTIN 30 MG 3 F.C. TABS.	إجاداكستين	DAPOXETINE	23.0		PREMATURE EJACULATION	WADI ELNEEL BENTA	ORAL.SOLID
EJADAXTIN 60 MG 3 F.C. TABS.	إجاداكستين	DAPOXETINE	30.0		PREMATURE EJACULATION	WADI ELNEEL BENTA	ORAL.SOLID
EKIROZ  40 MG 14 GASTRO RESISTANT TABLET	إكيروز 14 جاسترو ريسيستانت	PANTOPRAZOLE	82.0		PEPTIC ULCER PROTON PUMP INHIBITOR	HP PHARMA	ORAL.SOLID
EKMASONID 9 MG 10 E.R. F.C. TABS.	إكماسونيد	BUDESONIDE	123.0		GLUCOCORTICOID STEROID	HIKMA PHARMA	ORAL.SOLID
EL NASR SOLVENT FOR ANTIBIOTICS-DRY MIX 50ML	إل ناسر سولفينت أنتيبيوتيكس-دري ميكس	PURIFIED WATER	66.0		PURIFIED WATER	EL NASR	UNKNOWN
ELARPIC 20 MG 20 F.C.TABS.	إلاربيك	ESCITALOPRAM	118.0		PSYCHIATRIC.ANTIDEPRESSANTS	DEBEIKY > ELIXIR PHARMA	ORAL.SOLID
ELASTA BABY CREAM 30 GM	إلاستا بابي	ZINC OXIDE+CLOTRIMAZLOE+OLIVE OIL+GLYCERIN+CHAMOMILE+VB5+VB3+CITRIC ACID+ALLANTOIN+MARINE COLLAGEN	48.0		SKIN SOOTHING CREAM	HEALTHY GROUP > DOCTORS PHARMA	TOPICAL
ELASTICIN 30 CAPS.	إلاستيسين	CHONDROITIN+GLUCOSAMINE+VITAMIN C	25.2		ANTI-RHEUMATIC.OSTEOARTHRITIS.ANABOLIC AGENTS	PHAROPHARMA	ORAL.SOLID
ELASTICIN DS 30 F.C. TABLET	إلاستيسين دس	CHONDROITIN+GLUCOSAMINE+MANGANESE+VITAMIN C	33.0		ANTI-RHEUMATIC.OSTEOARTHRITIS.ANABOLIC AGENTS	PHAROPHARMA	ORAL.SOLID
ELATUSIAN HYALU B5 30 MLSERUM	إلاتوسيان هيالو ب5 30 ملسيروم	HYALURONIC ACID VIT B5 NIACINAMIDE VIT E	380.0		HYALURONIC ACID SERUM	NILE > OZAD PHARMA	EAR
ELATUSIAN NIACINAMIDE 30ML SERUM	إلاتوسيان نياسيناميدي سيروم	NIACINAMIDE+ZINC PCA	385.0		NIACINAMIDE SERUM	NILE > OZAD PHARMA	EAR
ELAXICOPA 1 MG 10 F.C. TAB.	إلاكسيكوبا	DOXAZOSIN	6.5		ANTIHYPERTENSIVE.SELECTIVE ALPHA 1 RECEPTOR BLOCKERS	COPAD PHARMA	ORAL.SOLID
ELAXICOPA 4MG 10 F.C. TAB.	إلاكسيكوبا	DOXAZOSIN	12.0		ANTIHYPERTENSIVE.SELECTIVE ALPHA 1 RECEPTOR BLOCKERS	COPAD PHARMA	ORAL.SOLID
ELBALLERGE 30MG/5ML ORAL SUSP. 100 ML	إلبالليرجي / أورال	FEXOFENADINE	33.0		ANTI-HISTAMINE.ANTI-ALLERGY	APEX PHARMA	ORAL.LIQUID
ELBALURAN 120 MG 30 F.C. TABS.	إلبالوران	LURASIDONE	580.5		ANTIPSYCHOTICS.2ND GENERATION	APEX PHARMA	ORAL.SOLID
ELBALURAN 20 MG 30 F.C. TABS.	إلبالوران	LURASIDONE	165.0		ANTIPSYCHOTICS.2ND GENERATION	APEX PHARMA	ORAL.SOLID
ELBALURAN 40 MG 30 F.C. TABS.	إلبالوران	LURASIDONE	267.0		ANTIPSYCHOTICS.2ND GENERATION	APEX PHARMA	ORAL.SOLID
ELBALURAN 60 MG 30 F.C. TABS.	إلبالوران	LURASIDONE	354.0		ANTIPSYCHOTICS.2ND GENERATION	APEX PHARMA	ORAL.SOLID
ELBALURAN 80 MG 30 F.C. TABS.	إلبالوران	LURASIDONE	447.0		ANTIPSYCHOTICS.2ND GENERATION	APEX PHARMA	ORAL.SOLID
ELECORTIN 0.1% CREAM 15 GM	إليكورتين 0.1%	MOMETASON	11.0		ANTI-INFLAMMATORY.GLUCOCORTICOID.	SIGMA	TOPICAL
ELECTRO MASH SYRUP 200 ML	إليكترو ماش	SODIUM+POTASSIUM+CHOLORIDE+ZINC	60.0		ORS	MASH PREMIERE	ORAL.LIQUID
ELETRIKAN 40 MG 3 F.C. TAB.	إليتريكان	ELETRIPTAN	48.0		ANTIMIGRAINE	HIKMA PHARMA	ORAL.SOLID
ELEVAMOOD 20 MG 28 CAPS.	إليفامود	FLUOXETINE	56.0		PSYCHIATRIC.ANTIDEPRESSANTS	UNIPHARMA	ORAL.SOLID
ELEVENTA BODY MASSAGE SPRAY	إليفينتا بودي ماسساجي	PEPERMENT OIL+CAMPHOR OIL+EUCALYPTUSOIL	79.0		ANALGESIC +PAIN KILLER	DREAMS ELHABOBA > ELEVENTA	UNKNOWN
ELEVENTA INTIMA FEMININE WASHABLE GEL	إليفينتا إنتيما فيمينيني واشابلي	CHAMOMILE EXTRACT+TEA TREE OIL+MALVA SYLVESTRIS+GLYCERIN	49.0		VAGINAL DOUCH	DERAMS EL HABOBA > ELEVENTA	VAGINAL
ELIANDRORICA 150 MG 1 F.C. TABS.	إلياندروريكا	IBANDRONIC ACID	20.0		OSTEOPOROSIS.BISPHOSPHONATES	SIGMA > ELITE PHARMA	ORAL.SOLID
ELIAZITHROX 1% EYE DROPS 2.5 ML	إليازيثروكس 1% إيي	AZITHROMYCIN	12.0		ANTIBIOTIC.MACROLIDE	SIGMA TEC	UNKNOWN
ELIBUTACAND 100 MG 3 VAG. OVULES	إليبوتاكاند 3 فاج. أوفوليس	BUTOCONAZOLE	43.0		ANTIFUNGAL	SIGMA > ELITE PHARMA	VAGINAL
ELICA-M CREAM 30 GRAM	إليكا-م 30 جرام	MICONAZOLE+MOMETASON	52.0		GLUCOCORTICOID WITH ANTIFUNGAL	JAMJOOM PHARMACEUTICALS-K.S.A > JAMJOOM PHARMA	TOPICAL
ELICASAL TOPICAL OINT. 30 GM	إليكاسال	MOMETASONE FUROATE+SALICYLIC ACID	50.0		GLUCOCORTICOID WITH KERATOLYTIC	JAMJOOM PHARMACEUTICALS	TOPICAL
ELIDEL 1% CREAM 15 GM	إليديل 1%	PIMECROLIMUS	305.0		IMMUNOMODULATOR	MEDA AB > ONE PHARMA TECH	TOPICAL
ELIDEL 1% CREAM 30 GM	إليديل 1%	PIMECROLIMUS	600.0		IMMUNOMODULATOR	MEDA AB > ONE PHARMA TECH	TOPICAL
ELIGODOSIN 8 MG 30 CAPS.	إليجودوسين	SILODOSIN	105.0		URINATION-DIFFICULTY.ALPHA BLOCKER	HIKMA PHARMA	ORAL.SOLID
ELIMOLIVAN 10/160MG 14 F.C. TABS.	إليموليفان 10/	AMLODIPINE+VALSARTAN	74.0		ANTI-HYPERTENSIVE. COMBINED ANGIOTENSIN BLOCKER WITH CALCIUM CHANNEL BLOCKER	SIGMA > MASH PREMIERE	ORAL.SOLID
ELIMOLIVAN 10/160MG 28 F.C. TABS.	إليموليفان 10/	AMLODIPINE+VALSARTAN	148.0		ANTI-HYPERTENSIVE. COMBINED ANGIOTENSIN BLOCKER WITH CALCIUM CHANNEL BLOCKER	SIGMA > MASH PREMIERE	ORAL.SOLID
ELIMOLIVAN 5/160MG 28 F.C. TABS.	إليموليفان 5/	AMLODIPINE+VALSARTAN	136.0		ANTI-HYPERTENSIVE. COMBINED ANGIOTENSIN BLOCKER WITH CALCIUM CHANNEL BLOCKER	SIGMA > MASH PREMIERE	ORAL.SOLID
ELIOCUBAN 0.5% EYE DROPS 5 ML	إليوكوبان 0.5% إيي	MOXIFLOXACIN	18.0		ANTIBIOTIC.QUINOLONE	SIGMA TEC > ELITE PHARMA	UNKNOWN
ELIPROXABAN 10 MG 20 F.C. TAB.	إليبروكسابان	RIVAROXABAN	260.0		ANTIPLATLET.DIRECT FACTOR XA INHIBITOR	SIGMA > SATO PHARMA	ORAL.SOLID
ELIQUIS 5 MG 20 F.C.TABS.	إليكويس	APIXABAN	532.0		ANTICOAGULANT	BRISTOL-MYERS SQUIBB > UNITED COMPANY FOR DISTRIBUTION	ORAL.SOLID
ELIRUPALIN 10 MG 10 F.C. TABS.	إليروبالين	RUPATADINE	26.25		ANTI-HISTAMINE.SECOND-GENERATION	SIGMA > ELITE PHARMA	UNKNOWN
ELIXOZOLID 2MG/ML IV SOL. 300 ML	إليكسوزوليد /مل	LINEZOLID	255.0		ANTIBIOTIC.OXAZOLIDINONE	OTSUKA ATECO PHARMACEUTICALS > ELIXIR PHARMA	INJECTION
ELIXOZOLID 600 MG 10 F.C. TABS.	إليكسوزوليد	LINEZOLID	166.0		ANTIBIOTIC.OXAZOLIDINONE	RAMEDA > ELIXIR PHARMA	ORAL.SOLID
ELMETACIN SPRAY 50 ML	إلميتاسين	INDOMETHACIN	15.0		NSAID.ACETIC ACID DERIVATIVES	LUITPOLD PHARMA GMBH-GERMANY > T3A PHARMA	SPRAY
ELMISTRAN PLUS 40/12.5MG 10 TABS.	إلميستران بلوس 40/	HYDROCHLOROTHIAZIDE+TELMISARTAN	21.5		ANTI-HYPERTENSIVE. COMBINED ANGIOTENSIN BLOCKER WITH DIURETIC	SIGMA > HOCHSTER PHARMACEUTICAL INDUSTRIES	ORAL.SOLID
ELMISTRAN PLUS 80/12.5 MG 10 TAB.	إلميستران بلوس 80/	HYDROCHLOROTHIAZIDE+TELMISARTAN	28.0		ANTI-HYPERTENSIVE. COMBINED ANGIOTENSIN BLOCKER WITH DIURETIC	SIGMA > HOCHSTER PHARMACEUTICAL INDUSTRIES	ORAL.SOLID
ELMODOXACIN 250MG 10 F.C.TAB.	إلمودوكساسين	CIPROFLOXACIN	15.0		ANTIBIOTIC.QUINOLONE	EGPI > SEA PHARM	ORAL.SOLID
ELMODOXACIN 500MG 10 F.C.TAB.	إلمودوكساسين	CIPROFLOXACIN	20.0		ANTIBIOTIC.QUINOLONE	EGPI > SEA PHARM	ORAL.SOLID
ELMODOXACIN 750MG 10 F.C.TAB.	إلمودوكساسين	CIPROFLOXACIN	29.0		ANTIBIOTIC.QUINOLONE	EGPI > SEA PHARM	ORAL.SOLID
ELOCON 0.1%  OINT. 20 GM	إلوكون 0.1%	MOMETASONE FUROATE	32.5		ANTI-INFLAMMATORY.GLUCOCORTICOID.	SEDICO > MERCK SHARP & DOHME	TOPICAL
ELOCON 0.1% CREAM 20 GM	إلوكون 0.1%	MOMETASONE FUROATE	32.5		ANTI-INFLAMMATORY.GLUCOCORTICOID.	SEDICO > MERCK SHARP & DOHME	TOPICAL
ELOCON 0.1% LOTION 15 ML	إلوكون 0.1%	MOMETASONE FUROATE	18.0		ANTI-INFLAMMATORY.GLUCOCORTICOID.	MUP > SCHERING PLOUGH	UNKNOWN
ELOCORTIN 0.1% CREAM 15 GM	إلوكورتين 0.1%	MOMETASONE FUROATE	11.0		ANTI-INFLAMMATORY.GLUCOCORTICOID.	SIGMA	TOPICAL
ELOCORTIN 0.1% OINT. 15 GM	إلوكورتين 0.1%	MOMETASONE FUROATE	16.2		ANTI-INFLAMMATORY.GLUCOCORTICOID.	SIGMA	TOPICAL
ELOCORTIN 0.1% TOPICAL LOTION 15 ML	إلوكورتين 0.1%	MOMETASONE FUROATE	16.8		ANTI-INFLAMMATORY.GLUCOCORTICOID.	SIGMA	UNKNOWN
ELONDA 0.5 MG 2 TABS.	إلوندا	CABERGOLINE	125.0		DOPAMINE AGONIST AND PROLACTIN INHIBITOR	EGPI > GLOBE INTERNATIONAL PHARMACEUTICALS	ORAL.SOLID
ELOXATIN 100 MG VIAL	إلوكساتين	OXALIPLATIN	3067.0		ANTINEOPLASTIC	SANOFI WINTHROP > SANOFI	INJECTION
ELOXATIN 50 MG VIAL	إلوكساتين	OXALIPLATIN	1614.0		ANTINEOPLASTIC	SANOFI WINTHROP > SANOFI	INJECTION
ELTROXIN 100 MCG 100 TABS.	إلتروكسين	LEVOTHYROXINE	115.0		THYROID.HORMANAL THERAPY	ASPEN > PHOENIX GROUP	ORAL.SOLID
ELTROXIN 50 MCG 100 TABS.	إلتروكسين	LEVOTHYROXINE	78.0		THYROID.HORMANAL THERAPY	ASPEN > PHOENIX GROUP	ORAL.SOLID
EM-EX 1MG/ML 3 AMPS.	إم-إكس /مل	GRANISETRON	90.0		5-HT3 ANTAGONIST.ANTI-EMETIC	AMOUN	INJECTION
EM-EX 3MG/3ML 1 AMP	إم-إكس /	GRANISETRON	84.0		5-HT3 ANTAGONIST.ANTI-EMETIC	AMOUN	INJECTION
EMA ITOPRIDE 50 MG 30 TABS.	إما إتوبريدي	ITOPRIDE	48.0		MOTILITY STIMULANT	PHAROPHARMA > EMA PHARM	ORAL.SOLID
EMACARDIN 450 MG 20 CAPS.	إماكاردين	CRATAGEUS (HAWTHORN) EXTRACT	19.0		CARDIOTONIC	PHAROPHARMA > EMA PHARM	ORAL.SOLID
EMADINE 0.05% EYE DROPS	إماديني 0.05% إيي	EMEDASTINE	38.0		SELECTIVE H1-RECEPTOR ANTAGONIST	NOVARTIS > NOVARTIS SCIENTIFIC OFFICE	EYE
EMALON 15 EFF. SACHETS	إمالون 15 إفف. ساتشيتس	SODIUM BICARBONATE+CALCIUM CARBONATE+CITRIC ACID	60.0		ANTACID	TADAWENA	EFF
EMALON 15 SACHET	إمالون	SODIUM BICARBONATE+CITRIC ACID+CALCIUM CARBONATE+WATER MELON FLAVER	90.0		ANTACID	TADAWENA	EFF
EMBANODEX 0.5MG/ML SYRUP 100 ML	إمبانوديكس /مل	DESLORATADINE	13.5		ANTI-HISTAMINE.ANTI-ALLERGY	EGPI > CHAMPIONS PHARMA (PAS)	ORAL.LIQUID
EMBANODEX 5 MG 20 ORALLY DISINTEGRATING TABS.	إمبانوديكس 20 أوراللي ديسينتيجراتينج	DESLORATADINE	66.0		ANTI-HISTAMINE.ANTI-ALLERGY	EGPI > CHAMPIONS PHARMA (PAS)	ORAL.SOLID
EMBROSITOL 40:1 - 60 F.C. TABS.	إمبروسيتول 40:1	MYO INOSITOL+D-CHIRO INOSITOL+METHYL FOLATE	550.0		SUPPORTS WOMEN HEALTH	AL ESRAA PHARMACEUTICAL OPTIMA	ORAL.SOLID
EMBROSITOL FORTE 3.6:1 - 30 F.C. TABS.	إمبروسيتول فورتي 3.6:1	MYO INOSITOL+D-CHIRO INOSITOL+METHYL FOLATE	600.0		SUPPORTS WOMEN HEALTH	AL ESRAA PHARMACEUTICAL OPTIMA	ORAL.SOLID
EMCOPRO 120 ML SYRUP	إمكوبرو	IVY LEAF+THYME+LICORICE	55.0		COUGH PREPARATIONS	PHARMA ZAD > EMC MEDICAL	ORAL.LIQUID
EMEDROTEC 3MG 20 BUCCAL BIOADHESIVE TAB.	إميدروتيك 20 بوككال بيواذيسيفي	PROCHLORPERAZINE	16.0		PSYCHIATRIC.ANTIPSYCHOTICS	EVA PHARMA	ORAL.SOLID
EMEGRAND 0.075MG/1.5ML VIAL FOR I.V.	إميجراند /	PALONOSETRON	102.0		ANTIEMETIC	DELTA GRAND PHARMA	INJECTION
EMEGRAND 0.25MG/5ML VIAL FOR I.V.	إميجراند /	PALONOSETRON	217.0		ANTIEMETIC	DELTA GRAND PHARMA	INJECTION
EMEND 125 MG 1 CAPS. + 80 MG 2 CAPS.	إميند . +	APREPITANT	1032.0		ANTIEMETIC	MSD TECHNOLOGYS-UK > SOFICOPHARM	ORAL.SOLID
EMEPITANT 80 MG 5 CAPS.(N/A YET)	إميبيتانت	APREPITANT	320.0		ANTIEMETIC	MASH PREMIERE > BIOMED PHARMACEUTICALS	ORAL.SOLID
EMEREST 4 MG 10 ORO-DISPERSIBLE TABS.	إميريست 10 أورو-ديسبيرسيبلي	ONDANSETRON	188.0		ANTIEMETIC	GLOBAL PHARMACEUTICAL INDUSTRIES	ORAL.SOLID
EMEREST 4MG/2ML 2 AMP.	إميريست /	ONDANSETRON	57.0		ANTIEMETIC	GLOBAL PHARMACEUTICAL INDUSTRIES	INJECTION
EMEREST 4MG/2ML 5 AMP.	إميريست /	ONDANSETRON	142.5		ANTIEMETIC	GLOBAL PHARMACEUTICAL INDUSTRIES	INJECTION
EMEREST 8 MG 10 FAST MELT TABS.	إميريست 10 فاست ميلت	ONDANSETRON	304.0		ANTIEMETIC	GLOBAL PHARMACEUTICAL INDUSTRIES	ORAL.SOLID
EMEREST 8MG/4ML 3 AMP.	إميريست /	ONDANSETRON	159.0		ANTIEMETIC	GLOBAL PHARMACEUTICAL INDUSTRIES	INJECTION
EMETOVOID 1 MG 10 F.C.TABS.	إميتوفويد	GRANISETRON	72.0		5-HT3 ANTAGONIST.ANTI-EMETIC	SEDICO	ORAL.SOLID
EMETOVOID 1MG/ML I.V. AMP.	إميتوفويد /مل	GRANISETRON	38.0		5-HT3 ANTAGONIST.ANTI-EMETIC	SEDICO	INJECTION
EMETREX-N 37.55MG/ML 3 I.M./I.V. AMP.	إميتريكس-ن /مل 3 ./	CYCLIZINE	27.0		ANTIEMETIC	AMOUN	INJECTION
EMEZINE 25/50MG 20 TAB.	إميزيني 25/	MECLIZINE+VITAMIN B6	16.0		ANTIEMETIC	HIKMA PHARMA > CHEMIPHARM	ORAL.SOLID
EMGALITY 120MG/ML S.C. PREFILLED PEN	إمجاليتي /مل . بريفيلليد بين	GALCANEZUMAB	10078.0		ANTI MIGRAINE	ELI LILLY	UNKNOWN
EMIJECTACIN 100MG/2ML I.M./I.V. VIAL	إميجيكتاسين / ./	AMIKACIN	13.0		AMINOGLYCOSIDE ANTIBIOTIC	HIKMA SPECIALIZED PHARMACEUTICALS	INJECTION
EMIJECTACIN 500MG/2ML I.M./I.V. VIAL	إميجيكتاسين / ./	AMIKACIN	26.0		AMINOGLYCOSIDE ANTIBIOTIC	HIKMA SPECIALIZED PHARMACEUTICALS	INJECTION
EMIPROFEN 100MG/2ML 3 AMP. FOR I.M. INJ.	إميبروفين /	KETOPROFEN	5.0		NSAID.PROPIONIC ACID DERIVATIVES	EIMC	INJECTION
EMITACALM CREAM 50 GM	إميتاكالم	ZINC OXIDE - ALEO VERA - CHAMOMILE - TITANIUM DIOXIDE - OLIVE OIL - PARAFFINUM LIQUIDUM - ROSE OIL	45.0		CREAM	ITALIAN FACTORY > EMC	TOPICAL
EMLA 5% CREAM 5 GM 5 TUBES	إملا 5% 5 توبيس	LIDOCAINE+PRILOCAINE	120.0		LOCAL ANESTHETIC	ASTRA ZENECA > PHOENIX GROUP	TOPICAL
EMO SCAR CREAM 60 GM	إمو سكار	POLYMETHYLSILOXANE+CYCLOPENTASILOXANE+SILICONE+ONION EXT.+VITAMINS(A+E)+OLIVE OIL+ALMOND OIL+ALLANTOIN+PARRAFIN OIL+TITANIUM DIOXIDE+ZINC OXIDE	150.0		SCAR THERAPY	> SMILE PHARMA GROUP	TOPICAL
EMO SCAR GEL 30 GM	إمو سكار	POLYMETHYLSILOXANE+CYCLOPENTASILOXANE+SILICONE+ONION EXT.+VITAMINS(A+E)+OLIVE OIL+ALMOND OIL+ALLANTOIN+PARRAFIN OIL+TITANIUM DIOXIDE+ZINC OXIDE	160.0		SCAR THERAPY	> SMILE PHARMA GROUP	TOPICAL
EMOFLON RECTAL OINT. 25 GM	إموفلون	SUCRALFATE+COCOA BUTTER+LANOLOIN+WHITE VASELINE+WHITE WAX+PURIFIED WATER+CAPRILYL GLYCOL+CALENDULA+CHAMOMILE+WITCH HAZEL LEAF	200.0		HAEMORRHOIDS	SERVIER > PHARMA OVER SEAS	TOPICAL
EMPABETES 25 MG 30 F.C. TABS.	إمبابيتيس	EMPAGLIFLOZIN	262.5		ANTI-DIABETIC.SECRETAGOGUES.SGLT2 INHIBITORS	EGPI	ORAL.SOLID
EMPACOZA 25 MG 30 F.C.TABS.	إمباكوزا	EMPAGLIFLOZIN	240.0		ANTI-DIABETIC.SECRETAGOGUES.SGLT2 INHIBITORS	ZETA PHARM	ORAL.SOLID
